,Run,FlowCellID,Age,AssayType,AssemblyName,AvgSpotLen,Bases,BiomaterialProvider,BioProject,BioSample,BioSampleModel,Bytes,CellLine,CenterName,Consent,DataStoreFileType,DataStoreProvider,DataStoreRegion,Disease,DiseaseStage,Ethnicity,Experiment,Instrument,Isolate,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,SampleName,SampleType,Sex,SRAStudy,Tissue,CreateDate,CreateDateBatch,Version,StudyID,PatientID,AnnotationSource,CancerType,CancerTypeDetailed,CellLineSource,Characteristics,DepMapID,DiseaseOntology,DoublingTimeHrs,FractionGenomeAltered,FreezingMedium,GenomeDoublings,GeographicDistribution,GrowthMedium,Histology,HistologySubtype1,HistologySubtype2,LifeStage,Lineage,LineageMolecularSubtype,LineageSubtype,LineageSubSubtype,MutationCount,MutationRate,CellLineNickName,OncotreeCode,PathologistAnnotation,Ploidy,PrimaryTumorSite,Proteomics10PlexID,ProteomicsTMTLabel,Purity,SiteOfFinding,SiteSubtype1,SiteSubtype2,Subtype,Supplements,TMBNonSynonymous
10,SRR8615735,20190224_PRJNA523380_SRR8615735,66.0,RNA-Seq,GCA_000001405.13,202,19414410486,HSRRB,PRJNA523380,SAMN10987784,Human,9611254439,FU97,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (diffuse_adenocarcinoma),primary,Asian,SRX5414665,Illumina HiSeq 2500,cell line,RNASeq-FU97_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,FU97_STOMACH,cell culture,female,SRP186687,stomach,2019-02-24T00:03:00Z,2019-02-24,1.0,ccle_broad_2019,FU97_STOMACH,CCLE,Esophagogastric Cancer,Diffuse Type Stomach Adenocarcinoma,HSRRB,ADHRENT EPITHELIAL; was clumpy,ACH-000633,,48.5,0.5532,5% DMSO,2.0,japan,DMEM + 10% FBS,Carcinoma,diffuse_adenocarcinoma,NS,,gastric,,gastric_adenocarcinoma,diffuse_gastric,455.0,194.2359967,FU97,DSTAD,Gastric:Carcinoma,7.7,Stomach,,,1.0,,NS,NS,Adenocarcinoma,10mg/L INSULIN,15.3666666667
11,SRR8615737,20190224_PRJNA523380_SRR8615737,9.0,RNA-Seq,GCA_000001405.13,202,22625587114,Unknown,PRJNA523380,SAMN10988164,Human,12641710977,"G-292\, clone A141B1",BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",osteosarcoma,primary,Caucasian,SRX5414663,Illumina HiSeq 2500,cell line,RNASeq-G292CLONEA141B1_BONE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,G292CLONEA141B1_BONE,cell culture,female,SRP186687,bone,2019-02-24T00:11:00Z,2019-02-24,1.0,ccle_broad_2019,G292CLONEA141B1_BONE,CCLE,Bone Cancer,Osteosarcoma,,,ACH-000082,,,0.3958,,1.0,,,Osteosarcoma,NS,NS,,bone,,osteosarcoma,,127.0,71.10858281,"G-292, clone A141B1",OS,Bone:Sarcoma_Osteo,2.38,Bone,,,1.0,,NS,NS,Osteosarcoma,,4.23333333333
12,SRR8615739,20190224_PRJNA523380_SRR8615739,0.25,RNA-Seq,GCA_000001405.13,202,16398421004,NIBRI,PRJNA523380,SAMN10987919,Human,8161486218,G-401,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdoid_tumour,primary,Caucasian,SRX5414661,Illumina HiSeq 2500,cell line,RNASeq-G401_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,G401_SOFT_TISSUE,cell culture,male,SRP186687,soft_tissue,2019-02-24T00:01:00Z,2019-02-24,1.0,ccle_broad_2019,G401_SOFT_TISSUE,CCLE,Rhabdoid Cancer,Rhabdoid Cancer,NIBRI,,ACH-000096,rhabdoid_tumour,,0.024,,0.0,,,Rhabdoid_Tumour,NS,NS,,kidney,,malignant_rhabdoid_tumor,,129.0,90.26965062,G-401,MRT,Soft_Tissue:Sarcoma_Rhabdoid,2.0,Soft_Tissue,28.0,127c,0.99,,striated_muscle,kidney,Malignant Rhabdoid Tumor,,4.46666666667
13,SRR8615740,20190224_PRJNA523380_SRR8615740,0.75,RNA-Seq,GCA_000001405.13,202,22127536924,Unknown,PRJNA523380,SAMN10988323,Human,12404387427,G-402,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdoid_tumour,primary,Caucasian,SRX5414660,Illumina HiSeq 2500,cell line,RNASeq-G402_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,G402_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue,2019-02-24T00:04:00Z,2019-02-24,1.0,ccle_broad_2019,G402_SOFT_TISSUE,CCLE,Soft Tissue Sarcoma,Leiomyosarcoma,,,ACH-000375,renal_leiomyoblastoma,42.1,0.1146,5% DMSO,0.0,,,Rhabdoid_Tumour,NS,NS,,soft_tissue,,malignant_rhabdoid_tumor,renal_leiomyoblastoma,266.0,97.12610232,G-402,LMS,Soft_Tissue:Sarcoma_Rhabdoid,2.09,Soft_Tissue,26.0,126,0.99,,striated_muscle,kidney,Renal Leiomyoblastoma,,9.03333333333
14,SRR8615741,20190224_PRJNA523380_SRR8615741,41.0,RNA-Seq,GCA_000001405.13,202,26605980550,ATCC:GA-10,PRJNA523380,SAMN10987941,Human,14886119669,GA-10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Burkitt_lymphoma),primary,Caucasian,SRX5414659,Illumina HiSeq 2500,cell line,RNASeq-GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-24T00:16:00Z,2019-02-24,1.0,ccle_broad_2019,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,Burkitt Lymphoma,ATCC,"suspension, lymphoblast",ACH-000162,,51.6,0.1124,5% DMSO,0.0,,RPMI-1640 + 10% FBS,Lymphoid_Neoplasm,Burkitt_lymphoma,NS,,lymphocyte,,non_hodgkin_lymphoma,b_cell_burkitt,228.0,91.70436082,GA-10,BL,Lymphoma:NH_B_cell,2.04,Haematopoietic_And_Lymphoid_Tissue,,,1.0,,NS,NS,"B-cell, Non-Hodgkins, Burkitts",,7.5
15,SRR8615743,20190224_PRJNA523380_SRR8615743,65.0,RNA-Seq,GCA_000001405.13,202,19887490244,NIBRI,PRJNA523380,SAMN10987787,Human,10729256482,RL95-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mixed_adenosquamous_carcinoma),primary,Caucasian,SRX5414657,Illumina HiSeq 2500,cell line,RNASeq-RL952_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RL952_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-24T00:04:00Z,2019-02-24,1.0,ccle_broad_2019,RL952_ENDOMETRIUM,CCLE,Endometrial Cancer,Endometrial Carcinoma,NIBRI,,ACH-000965,,,0.1162,,0.0,,,Carcinoma,mixed_adenosquamous_carcinoma,NS,,uterus,,endometrial_adenosquamous,,2470.0,580.6253132,RL95-2,UCEC,Endometrium:Carcinoma,2.05,Endometrium,,,1.0,,NS,NS,Endometrial Adenosquamous Carcinoma,,83.0666666667
16,SRR8615745,20190224_PRJNA523380_SRR8615745,67.0,RNA-Seq,GCA_000001405.13,202,18498858616,GNF,PRJNA523380,SAMN10987772,Human,9216631489,SF-295,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5414655,Illumina HiSeq 2500,cell line,RNASeq-SF295_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SF295_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system,2019-02-24T00:00:00Z,2019-02-24,1.0,ccle_broad_2019,SF295_CENTRAL_NERVOUS_SYSTEM,CCLE,Glioma,Glioblastoma Multiforme,GNF,,ACH-000376,brain_cancer,,0.324,,1.0,,,Glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,,central_nervous_system,,glioma,glioblastoma,297.0,99.51877855,SF-295,GBM,CNS:Glioma_HighGrade,3.13,Central_Nervous_System,23.0,130n,1.0,,brain,NS,Glioblastoma,,10.0333333333
17,SRR8615746,20190224_PRJNA523380_SRR8615746,,RNA-Seq,GCA_000001405.13,202,21511993434,Garraway Lab,PRJNA523380,SAMN10989591,Human,11562912701,SF268,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5414654,Illumina HiSeq 2500,cell line,RNASeq-SF268_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SF268_CENTRAL_NERVOUS_SYSTEM,cell culture,Unknown,SRP186687,central_nervous_system,2019-02-24T00:09:00Z,2019-02-24,1.0,ccle_broad_2019,SF268_CENTRAL_NERVOUS_SYSTEM,CCLE,Glioma,"High-Grade Glioma, NOS",Garraway Lab,Mix,ACH-000655,,63.0,0.708,5% DMSO,,,RPMI-1640+ 5% FBS,Glioma,NS,NS,,central_nervous_system,,glioma,,275.0,157.8096027,SF268,HGGNOS,CNS:Glioma_HighGrade,,Central_Nervous_System,,,,,brain,NS,Glioma,,9.4
18,SRR8615747,20190224_PRJNA523380_SRR8615747,52.0,RNA-Seq,GCA_000001405.13,202,15250313806,Unknown,PRJNA523380,SAMN10988269,Human,7643251430,RL,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (B_cell_lymphoma_unspecified),metastasis,Caucasian,SRX5414653,Illumina HiSeq 2500,cell line,RNASeq-RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-24T00:00:00Z,2019-02-24,1.0,ccle_broad_2019,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,Mature B-Cell Neoplasms,,suspension,ACH-000371,non-Hodgkins lymphoma,62.5,0.1923,5% DMSO,0.0,,RPMI1640+20%FBS,Lymphoid_Neoplasm,B_cell_lymphoma_unspecified,NS,,lymphocyte,,non_hodgkin_lymphoma,b_cell,345.0,108.5911079,RL,MBN,Lymphoma:NH_B_cell,2.11,Haematopoietic_And_Lymphoid_Tissue,40.0,129c,1.0,ascites,NS,NS,"B-cell, Non-Hodgkins",,11.5
19,SRR8615748,20190224_PRJNA523380_SRR8615748,,RNA-Seq,GCA_000001405.13,202,22899633242,Garraway Lab,PRJNA523380,SAMN10989592,Human,12307704251,SF539,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5414652,Illumina HiSeq 2500,cell line,RNASeq-SF539_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SF539_CENTRAL_NERVOUS_SYSTEM,cell culture,Unknown,SRP186687,central_nervous_system,2019-02-24T00:15:00Z,2019-02-24,1.0,ccle_broad_2019,SF539_CENTRAL_NERVOUS_SYSTEM,CCLE,Glioma,"High-Grade Glioma, NOS",Garraway Lab,Mix,ACH-000273,,105.3,0.6249,5% DMSO,,,RPMI-1640+ 5% FBS,Glioma,NS,NS,,central_nervous_system,,glioma,,144.0,107.540583,SF539,HGGNOS,CNS:Glioma_HighGrade,,Central_Nervous_System,,,,,brain,NS,Glioma,,4.8
20,SRR8615749,20190224_PRJNA523380_SRR8615749,71.0,RNA-Seq,GCA_000001405.13,202,16634809888,Unknown,PRJNA523380,SAMN10988088,Human,8348928424,Set-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (essential_thrombocythaemia),primary,Asian,SRX5414651,Illumina HiSeq 2500,cell line,RNASeq-SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-24T00:04:00Z,2019-02-24,1.0,ccle_broad_2019,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Myeloproliferative Neoplasms,Essential Thrombocythemia,,suspension,ACH-000195,,59.7,0.2082,5% DMSO,0.0,,RPMI-1640 + 20% FBS,Haematopoietic_Neoplasm,essential_thrombocythaemia,NS,,blood,,AML,,227.0,122.3425095,Set-2,ET,Leukemia:MPD,1.97,Haematopoietic_And_Lymphoid_Tissue,,,0.99,,NS,NS,Acute Myelogenous Leukemia (AML),,7.56666666667
21,SRR8615751,20190224_PRJNA523380_SRR8615751,,RNA-Seq,GCA_000001405.13,202,18409470788,Unknown,PRJNA523380,SAMN10988399,Human,9851762895,SF-172,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",Unknown,Unknown,SRX5414649,Illumina HiSeq 2500,cell line,RNASeq-SF172_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SF172_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system,2019-02-24T00:04:00Z,2019-02-24,1.0,ccle_broad_2019,SF172_CENTRAL_NERVOUS_SYSTEM,ACHILLES,Glioma,Astrocytoma,,,ACH-000887,,,0.6433,,,,,Glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,,central_nervous_system,,glioma,glioblastoma,286.0,268.4871106,SF-172,ASTR,,,Central_Nervous_System,,,,,brain,NS,Glioblastoma,,9.6
