,Run,FlowCellID,Age,AssayType,AssemblyName,AvgSpotLen,Bases,BiomaterialProvider,BioProject,BioSample,BioSampleModel,Bytes,CellLine,CenterName,Consent,DataStoreFileType,DataStoreProvider,DataStoreRegion,Disease,DiseaseStage,Ethnicity,Experiment,Instrument,Isolate,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,SampleName,SampleType,Sex,SRAStudy,Tissue,CreateDate,CreateDateBatch,Version,StudyID,PatientID,AnnotationSource,CancerType,CancerTypeDetailed,CellLineSource,Characteristics,DepMapID,DiseaseOntology,DoublingTimeHrs,FractionGenomeAltered,FreezingMedium,GenomeDoublings,GeographicDistribution,GrowthMedium,Histology,HistologySubtype1,HistologySubtype2,LifeStage,Lineage,LineageMolecularSubtype,LineageSubtype,LineageSubSubtype,MutationCount,MutationRate,CellLineNickName,OncotreeCode,PathologistAnnotation,Ploidy,PrimaryTumorSite,Proteomics10PlexID,ProteomicsTMTLabel,Purity,SiteOfFinding,SiteSubtype1,SiteSubtype2,Subtype,Supplements,TMBNonSynonymous
1394,SRR8615232,20190223_PRJNA523380_SRR8615232,58.0,RNA-Seq,GCA_000001405.13,202,14880243948,DSMZ:MEL-JUSO,PRJNA523380,SAMN10988249,Human,7050390110,MEL-JUSO,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414521,Illumina HiSeq 2500,cell line,RNASeq-MELJUSO_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MELJUSO_SKIN,cell culture,female,SRP186687,skin,2019-02-23T22:50:00Z,2019-02-23,1.0,ccle_broad_2019,MELJUSO_SKIN,CCLE,Melanoma,Cutaneous Melanoma,DSMZ,"Adherent epithelial, monolayer",ACH-000881,melanoma,36.4,0.2796,10% DMSO,0.0,,RPMI-1640+10% FBS,Malignant_Melanoma,NS,NS,,skin,,melanoma,,880.0,232.6444366,MEL-JUSO,SKCM,Skin:Melanoma,2.23,Skin,9.0,127c,1.0,,NS,NS,Melanoma,,29.5333333333
1395,SRR8615233,20190223_PRJNA523380_SRR8615233,,RNA-Seq,GCA_000001405.13,202,13941175642,DSMZ:MEL-HO,PRJNA523380,SAMN10988268,Human,6559195814,MEL-HO,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414520,Illumina HiSeq 2500,cell line,RNASeq-MELHO_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MELHO_SKIN,cell culture,female,SRP186687,skin,2019-02-23T22:48:00Z,2019-02-23,1.0,ccle_broad_2019,MELHO_SKIN,CCLE,Melanoma,Cutaneous Melanoma,DSMZ,"EPITHELIAL-LIKE ADHERENT CELLS WITH LONG, NARROW, OFTEN BRANCHING CELL BODIES",ACH-000450,,35.9,0.4673,5% DMSO,1.0,,RPMI-1640+10% FBS,Malignant_Melanoma,NS,NS,,skin,,melanoma,,326.0,103.1827089,MEL-HO,SKCM,Skin:Melanoma,3.28,Skin,,,1.0,,NS,NS,Melanoma,,11.1
1396,SRR8615234,20190223_PRJNA523380_SRR8615234,55.0,RNA-Seq,GCA_000001405.13,202,15870447544,NIBRI,PRJNA523380,SAMN10988184,Human,7922717507,MEG-01,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,Asian,SRX5414519,Illumina HiSeq 2500,cell line,RNASeq-MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:53:00Z,2019-02-23,1.0,ccle_broad_2019,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Myeloproliferative Neoplasms,Chronic Myelogenous Leukemia,NIBRI,,ACH-000072,,,0.4952,,1.0,,,Haematopoietic_Neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,,blood,,CML,,258.0,98.17774552,MEG-01,CML,Leukemia:CML,2.28,Haematopoietic_And_Lymphoid_Tissue,,,1.0,,NS,NS,Chronic Myelogenous Leukemia (CML),,9.0
1397,SRR8615235,20190223_PRJNA523380_SRR8615235,81.0,RNA-Seq,GCA_000001405.13,202,12377709782,NIBRI,PRJNA523380,SAMN10987796,Human,5894838881,MFE-319,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414518,Illumina HiSeq 2500,cell line,RNASeq-MFE319_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MFE319_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T22:44:00Z,2019-02-23,1.0,ccle_broad_2019,MFE319_ENDOMETRIUM,CCLE,Endometrial Cancer,Endometrial Carcinoma,NIBRI,,ACH-000988,Endometrial Cancer,,0.0263,,0.0,,,Carcinoma,adenocarcinoma,NS,,uterus,,endometrial_adenocarcinoma,,4842.0,1280.547998,MFE-319,UCEC,Endometrium:Carcinoma,2.0,Endometrium,41.0,126,0.99,,NS,NS,,,161.633333333
1398,SRR8615236,20190223_PRJNA523380_SRR8615236,68.0,RNA-Seq,GCA_000001405.13,202,20984597694,Unknown,PRJNA523380,SAMN10987797,Human,10420460406,MFE-296,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414517,Illumina HiSeq 2500,cell line,RNASeq-MFE296_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MFE296_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T23:05:00Z,2019-02-23,1.0,ccle_broad_2019,MFE296_ENDOMETRIUM,CCLE,Endometrial Cancer,Endometrial Carcinoma,,,ACH-000879,,45.07,0.0258,,0.0,,RPM:MEM +20% FBS,Carcinoma,adenocarcinoma,NS,,uterus,,endometrial_adenocarcinoma,,1072.0,267.7106602,MFE-296,UCEC,Endometrium:Carcinoma,2.0,Endometrium,36.0,128n,1.0,,NS,NS,Endometrial Adenocarcinoma,"2mM L-glutamine, Insulin, Transferrin, Selenite",35.9
1399,SRR8615237,20190223_PRJNA523380_SRR8615237,77.0,RNA-Seq,GCA_000001405.13,202,15046230176,NIBRI,PRJNA523380,SAMN10987795,Human,7097671191,MFE-280,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414516,Illumina HiSeq 2500,cell line,RNASeq-MFE280_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MFE280_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T22:53:00Z,2019-02-23,1.0,ccle_broad_2019,MFE280_ENDOMETRIUM,CCLE,Endometrial Cancer,Endometrial Carcinoma,NIBRI,,ACH-000192,recurrent_endometrial_carcinoma,,0.7914,,1.0,,,Carcinoma,adenocarcinoma,NS,,uterus,,endometrial_adenocarcinoma,,198.0,86.69118242,MFE-280,UCEC,Endometrium:Carcinoma,2.54,Endometrium,32.0,130c,1.0,,NS,NS,Endometrial Adenocarcinoma,,6.66666666667
1400,SRR8615238,20190223_PRJNA523380_SRR8615238,78.0,RNA-Seq,GCA_000001405.13,202,14955530560,GNF,PRJNA523380,SAMN10987991,Human,7026945192,MeWo,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414515,Illumina HiSeq 2500,cell line,RNASeq-MEWO_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MEWO_SKIN,cell culture,male,SRP186687,skin,2019-02-23T22:53:00Z,2019-02-23,1.0,ccle_broad_2019,MEWO_SKIN,CCLE,Melanoma,Cutaneous Melanoma,GNF,,ACH-000987,,,0.1645,,0.0,,,Malignant_Melanoma,NS,NS,,skin,,melanoma,,4898.0,1032.474137,MeWo,SKCM,Skin:Melanoma,2.02,Skin,5.0,128n,1.0,lymph_node,NS,NS,Melanoma,,163.733333333
1401,SRR8615239,20190223_PRJNA523380_SRR8615239,15.0,RNA-Seq,GCA_000001405.13,202,23454153340,DSMZ:MHH-CALL-2,PRJNA523380,SAMN10988567,Human,12389082905,MHH-CALL-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,Caucasian,SRX5414514,Illumina HiSeq 2500,cell line,RNASeq-MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:07:00Z,2019-02-23,1.0,ccle_broad_2019,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,DSMZ,"single, relatively small round cells growing in suspention",ACH-000020,,,0.0867,,0.0,,80% RPMI 1640 +20% h. i. FBS,Lymphoid_Neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,,blood,,ALL,b_cell,75.0,58.29266472,MHH-CALL-2,BLL,Leukemia:ALL,1.04,Haematopoietic_And_Lymphoid_Tissue,,,0.99,,NS,NS,"Acute Lymphoblastic Leukemia (ALL), B-cell",,2.56666666667
1402,SRR8615240,20190223_PRJNA523380_SRR8615240,14.0,RNA-Seq,GCA_000001405.13,202,14113585268,NIBRI,PRJNA523380,SAMN10988146,Human,6659072614,MG-63,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",osteosarcoma,primary,Caucasian,SRX5414513,Illumina HiSeq 2500,cell line,RNASeq-MG63_BONE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MG63_BONE,cell culture,male,SRP186687,bone,2019-02-23T22:49:00Z,2019-02-23,1.0,ccle_broad_2019,MG63_BONE,CCLE,Bone Cancer,Osteosarcoma,NIBRI,,ACH-000359,,,0.5466,,1.0,,,Osteosarcoma,NS,NS,,bone,,osteosarcoma,,208.0,98.02781332,MG-63,OS,Bone:Sarcoma_Osteo,3.22,Bone,,,1.0,,NS,NS,Osteosarcoma,,7.03333333333
1403,SRR8615241,20190223_PRJNA523380_SRR8615241,64.0,RNA-Seq,GCA_000001405.13,202,20745498576,NIBRI,PRJNA523380,SAMN10987902,Human,10985245996,Panc 02.13,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414512,Illumina HiSeq 2500,cell line,RNASeq-PANC0213_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PANC0213_PANCREAS,cell culture,female,SRP186687,pancreas,2019-02-23T22:56:00Z,2019-02-23,1.0,ccle_broad_2019,PANC0213_PANCREAS,CCLE,Pancreatic Cancer,Pancreatic Adenocarcinoma,NIBRI,,ACH-000031,,,0.5798,,0.0,,,Carcinoma,NS,NS,,pancreas,,exocrine,exocrine_adenocarcinoma,125.0,53.8707524,Panc 02.13,PAAD,Pancreas:Carcinoma,1.86,Pancreas,,,1.0,,NS,NS,"Ductal Adenocarcinoma, exocrine",,4.23333333333
1404,SRR8615242,20190223_PRJNA523380_SRR8615242,57.0,RNA-Seq,GCA_000001405.13,202,16095791876,DSMZ:OCI-AML3,PRJNA523380,SAMN10988470,Human,8083824926,OCI-AML3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)",primary,Caucasian,SRX5414511,Illumina HiSeq 2500,cell line,RNASeq-OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:49:00Z,2019-02-23,1.0,ccle_broad_2019,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Leukemia,Acute Myeloid Leukemia,DSMZ,"single, mostly round cells growing in suspention",ACH-000336,,70.4,0.1645,,0.0,,80% alpha-MEM + 20% h. i. FBS,Haematopoietic_Neoplasm,acute_myeloid_leukaemia,M4,,blood,,AML,M4,169.0,96.19953871,OCI-AML3,AML,Leukemia:AML,2.15,Haematopoietic_And_Lymphoid_Tissue,,,1.0,,NS,NS,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",,5.63333333333
1405,SRR8615243,20190223_PRJNA523380_SRR8615243,,RNA-Seq,GCA_000001405.13,202,22042853272,ECACC:OAW28,PRJNA523380,SAMN10988017,Human,11587966858,OAW28,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414510,Illumina HiSeq 2500,cell line,RNASeq-OAW28_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OAW28_OVARY,cell culture,female,SRP186687,ovary,2019-02-23T23:06:00Z,2019-02-23,1.0,ccle_broad_2019,OAW28_OVARY,CCLE,Ovarian Cancer,High-Grade Serous Ovarian Cancer,ECACC,,ACH-000116,,,0.5533,,1.0,,,Carcinoma,NS,NS,,ovary,,ovary_adenocarcinoma,high_grade_serous,175.0,83.53376636,OAW28,HGSOC,Ovary:Carcinoma,2.46,Ovary,,,1.0,,NS,NS,"Adenocarcinoma, high grade serous",,5.9
